62,2,0,23,1,29,6.08,38.01
63,8,0,8,2,29,21.1,34.67
64,3,1,34,22,24,23.26,41.05
65,4,0,0,29,1,29.02,48.92
66,6,0,19,3,24,5.83,32.76
67,10,0,25,8,0,26.25,43.97
68,1,22,11,24,32,21.1,40.0
69,8,0,22,2,29,7.28,33.62
70,1,16,6,17,30,24.02,44.38
71,1,0,11,14,31,24.41,40.46
72,3,35,24,35,12,12.0,50.21
73,6,13,0,7,4,7.21,29.07
74,9,11,25,6,21,6.4,38.6
75,10,0,43,10,37,11.66,44.15
76,6,0,10,0,19,9.0,32.76
77,7,0,11,1,21,10.05,35.36
78,10,0,36,0,43,7.0,43.74
79,4,0,37,24,37,24.0,44.1
80,7,0,23,9,26,9.49,40.02
81,9,0,31,0,50,19.0,52.81
82,4,2,29,20,29,18.0,35.23
83,10,1,59,12,54,12.08,63.32
84,9,2,55,12,49,11.66,60.42
85,9,0,48,10,43,11.18,51.62
86,9,21,38,21,22,16.0,56.08
87,8,0,0,11,2,11.18,22.83
88,1,12,0,14,21,21.1,29.53
89,3,16,8,6,4,10.77,28.84
90,7,22,24,22,32,8.0,47.41
91,6,11,0,11,6,6.0,25.06
92,1,0,0,0,12,12.0,40.5
93,7,0,23,13,28,13.93,49.73
94,6,30,7,24,7,6.0,51.61
95,4,0,0,0,14,14.0,26.63
96,3,7,24,14,19,8.6,30.41
97,9,27,23,26,15,8.06,57.71
98,2,2,27,18,36,18.36,40.25
99,9,18,36,0,29,19.31,53.14
100,6,0,17,7,21,8.06,29.07
101,2,0,12,0,24,12.0,45.61
102,10,1,38,1,59,21.0,63.32
103,5,0,0,0,7,7.0,18.79
104,8,0,20,0,37,17.0,45.8
105,10,6,30,25,26,19.42,42.2
106,10,7,20,0,16,8.06,28.86
107,6,4,10,10,12,6.32,16.97
108,9,0,41,10,39,10.2,42.45
109,7,0,18,19,22,19.42,48.85
110,8,0,20,2,45,25.08,62.24
111,6,4,12,0,25,13.6,56.36
112,9,2,36,10,35,8.06,38.63
113,2,0,12,0,24,12.0,39.4
114,1,0,20,19,8,22.47,46.1
115,7,24,0,24,18,18.0,36.88
116,4,0,0,20,-1,20.02,41.62
117,6,0,4,0,8,4.0,16.97
118,5,0,13,14,15,14.14,33.3
119,1,2,48,8,56,10.0,58.82
120,10,0,0,0,25,25.0,41.23
121,2,7,30,18,36,12.53,40.25
122,10,0,21,16,0,26.4,61.74
123,8,0,0,0,13,13.0,41.88
124,2,12,0,2,4,10.77,26.83
125,7,15,19,14,27,8.06,43.66
126,2,1,6,0,12,6.08,38.01
127,3,12,7,0,0,13.89,32.2
128,4,0,0,8,-2,8.25,28.6
129,3,9,5,0,0,10.3,30.41
130,6,4,6,0,12,7.21,38.47
131,2,12,0,2,6,11.66,26.83
132,7,19,0,21,14,14.14,39.96
133,6,21,6,17,6,4.0,36.62
134,8,0,0,0,7,7.0,31.76
135,9,0,28,0,41,13.0,42.45
136,6,17,10,11,10,6.0,36.24
137,9,11,22,0,17,12.08,50.12
138,5,0,16,14,18,14.14,51.66
139,6,17,0,16,10,10.05,32.76
140,3,17,10,0,0,19.72,43.83
141,6,7,0,6,11,11.05,15.65
142,5,0,0,0,7,7.0,23.41
143,4,0,0,24,-1,24.02,35.38
144,3,12,21,15,14,7.62,30.89
145,2,2,4,0,8,4.47,26.63
146,1,0,0,0,13,13.0,27.46
147,5,0,24,31,23,31.02,45.28
148,5,0,14,12,14,12.0,42.72
149,3,12,16,12,8,8.0,26.83
150,6,7,5,0,10,8.6,31.3
151,7,0,0,0,21,21.0,48.47
152,3,0,0,0,20,20.0,21.93
153,10,0,0,2,26,26.08,39.29
154,8,0,11,2,22,11.18,22.8
155,10,6,30,13,26,8.06,36.4
156,4,0,18,0,37,19.0,48.27
157,1,23,21,24,31,10.05,39.2
158,2,8,26,16,32,10.0,35.78
159,3,1,33,9,26,10.63,36.67
160,5,0,14,24,14,24.0,44.1
161,6,1,11,7,14,6.71,16.64
162,10,21,22,19,15,7.28,52.39
163,7,0,17,9,22,10.3,41.98
164,9,0,37,0,61,24.0,67.54
165,4,0,0,20,0,20.0,42.2
166,2,7,24,14,28,8.06,31.3
167,2,0,13,0,26,13.0,43.42
168,3,16,15,16,8,7.0,27.2
169,7,0,17,0,26,9.0,28.23
170,3,1,29,12,21,13.6,32.2
171,4,0,0,0,16,16.0,28.23
172,4,0,0,0,14,14.0,48.92
173,7,0,8,6,13,7.81,35.51
174,8,0,0,7,1,7.07,26.93
175,2,0,14,14,21,15.65,38.21
176,6,22,0,8,8,16.12,39.7
177,7,22,0,23,15,15.03,41.05
178,8,0,0,0,9,9.0,27.78
179,6,19,11,12,11,7.0,35.51
180,6,17,0,0,7,18.38,27.59
181,9,14,40,14,31,9.0,49.04
182,7,0,16,26,8,27.2,46.87
183,4,0,8,2,33,25.08,42.64
184,5,0,15,1,39,24.02,48.01
185,1,0,22,2,45,23.09,56.46
186,5,0,20,22,20,22.0,50.21
187,6,19,0,2,10,19.72,44.42
188,9,0,38,0,44,6.0,50.12
189,10,18,29,0,24,18.68,55.9
190,1,19,0,21,14,14.14,49.66
191,7,0,20,0,35,15.0,47.38
192,3,9,15,10,10,5.1,22.36
193,9,14,35,0,27,16.12,57.28
194,8,0,8,1,26,18.03,32.8
195,4,0,17,2,24,7.28,32.8
196,6,25,0,13,7,13.89,38.9
197,4,0,24,2,41,17.12,54.56
198,9,17,22,0,17,17.72,48.85
199,5,0,20,11,18,11.18,44.38
200,6,0,15,1,23,8.06,33.54
201,7,9,0,11,15,15.13,40.52
202,2,0,15,2,19,4.47,29.73
203,4,0,22,18,23,18.03,29.21
204,2,2,9,0,18,9.22,40.25
205,9,6,27,0,23,7.21,43.42
206,2,2,24,14,28,12.65,31.3
207,10,0,43,8,40,8.54,43.74
208,10,14,27,0,16,17.8,51.55
209,7,0,25,2,33,8.25,44.78
210,8,0,0,0,11,11.0,22.83
211,1,7,0,8,18,18.03,33.24
212,5,0,18,0,37,19.0,50.99
213,10,16,37,6,33,10.77,54.41
214,3,20,8,0,0,21.54,43.14
215,3,6,4,0,0,7.21,27.78
216,4,0,0,6,-2,6.32,42.52
217,8,0,25,1,50,25.02,54.23
218,10,0,30,0,52,22.0,54.41
219,10,12,54,24,46,14.42,64.62
220,6,32,0,30,9,9.22,56.61
221,6,0,12,13,15,13.34,26.91
222,9,35,44,35,27,17.0,68.6
223,7,0,7,21,10,21.21,38.28
224,8,0,16,1,26,10.05,31.06
225,9,2,45,17,36,17.49,48.1
226,10,19,21,0,6,24.21,53.23
227,9,10,35,10,28,7.0,43.17
228,10,5,27,7,25,2.83,28.86
229,7,14,24,14,39,15.0,50.0
230,4,0,21,1,45,24.02,58.01
231,1,0,0,0,14,14.0,39.81
232,8,0,0,19,2,19.1,29.83
233,1,19,18,19,34,16.0,38.95
234,6,0,9,0,18,9.0,34.41
235,1,7,24,5,37,13.15,37.66
236,9,19,18,10,12,10.82,46.1
237,9,0,0,0,30,30.0,40.26
238,3,14,4,0,0,14.56,27.2
239,7,0,12,23,7,23.54,39.41
240,4,0,0,0,20,20.0,34.01
241,4,0,7,2,32,25.08,41.87
242,10,0,24,0,44,20.0,48.75
243,3,0,0,2,34,34.06,38.01
244,7,0,0,0,11,11.0,26.93
245,6,8,0,8,6,6.0,17.89
246,10,0,6,22,0,22.8,59.08
247,2,21,0,12,5,10.3,38.28
248,10,0,31,17,0,35.36,65.25
249,10,10,40,20,33,12.21,48.75
250,1,0,0,0,21,21.0,47.07
251,4,0,0,0,6,6.0,34.71
252,3,1,27,9,24,8.54,30.41
253,6,5,4,0,8,6.4,24.6
254,4,0,0,0,11,11.0,39.82
255,7,23,16,23,23,7.0,34.71
256,3,7,5,0,0,8.6,30.41
257,10,0,0,0,35,35.0,59.67
258,5,1,32,7,34,6.32,36.77
259,9,0,23,0,36,13.0,37.11
260,2,14,0,0,11,17.8,34.93
261,4,0,17,14,17,14.0,39.7
262,4,0,22,6,21,6.08,53.01
263,1,0,0,0,18,18.0,29.55
264,9,0,35,1,42,7.07,42.95
265,2,0,20,28,30,29.73,41.04
266,3,0,35,16,24,19.42,38.48
267,4,0,18,29,20,29.07,51.74
268,7,8,27,7,52,25.02,52.61
269,9,1,49,10,43,10.82,50.01
270,2,0,19,1,29,10.05,42.49
271,9,19,37,19,27,10.0,48.85
272,10,0,6,17,0,18.03,45.19
273,2,17,29,26,34,10.3,42.8
274,8,0,0,0,12,12.0,26.93
275,10,0,35,0,58,23.0,59.67
276,1,18,0,20,14,14.14,42.06
277,1,0,31,5,37,7.81,37.66
278,10,22,28,19,17,11.4,52.8
279,10,5,33,0,30,5.83,46.87
280,2,2,21,14,28,13.89,31.3
281,6,8,6,0,13,10.63,32.2
282,7,0,0,0,25,25.0,52.61
283,6,14,0,12,8,8.25,37.16
284,2,0,18,12,28,15.62,30.46
285,3,17,26,17,13,13.0,42.54
286,3,1,35,20,30,19.65,48.8
287,5,2,46,12,47,10.05,48.51
288,6,19,0,0,15,24.21,48.33
289,2,0,16,1,24,8.06,35.78
290,10,0,0,2,26,26.08,55.61
291,9,0,44,11,42,11.18,50.12
292,10,0,0,0,36,36.0,43.74
293,10,0,30,8,0,31.05,46.87
294,3,0,0,0,24,24.0,28.84
295,10,0,51,10,45,11.66,53.16
296,9,29,20,16,13,14.76,56.08
297,8,0,0,24,2,24.08,48.37
298,8,0,0,0,12,12.0,31.05
299,3,0,0,2,35,35.06,39.36
300,4,0,11,18,13,18.11,51.66
301,10,2,42,7,37,7.07,43.97
302,2,3,18,13,24,11.66,27.29
303,6,14,0,14,11,11.0,31.3
304,7,0,0,0,14,14.0,36.07
305,10,1,52,10,46,10.82,53.6
306,10,22,27,0,18,23.77,46.53
307,9,18,12,0,6,18.97,47.42
308,10,2,42,17,32,18.03,45.69
309,10,0,27,0,42,15.0,50.48
310,10,23,12,0,6,23.77,47.51
311,10,3,34,3,31,3.0,36.22
312,7,0,25,16,16,18.36,44.78
313,4,0,28,20,26,20.1,37.8
314,7,0,12,12,10,12.17,39.22
315,8,0,21,0,32,11.0,35.78
316,5,0,22,19,20,19.1,29.07
317,2,0,11,0,22,11.0,37.22
318,4,0,0,20,0,20.0,32.8
319,3,25,14,12,7,14.76,36.8
320,10,5,45,9,42,5.0,46.87
321,1,0,0,0,24,24.0,30.59
322,6,30,0,30,10,10.0,53.25
323,3,2,33,17,22,18.6,37.12
324,8,0,0,0,13,13.0,50.99
325,9,4,18,0,16,4.47,29.12
326,5,0,36,19,38,19.1,47.8
327,2,19,0,5,6,15.23,42.49
328,6,2,10,0,19,9.22,44.42
329,3,21,27,21,14,13.0,44.29
330,3,7,5,0,0,8.6,31.3
331,8,0,0,12,1,12.04,18.44
332,1,18,0,19,18,18.03,38.95
333,7,0,0,0,21,21.0,47.41
334,3,0,0,1,22,22.02,28.43
335,3,5,3,0,0,5.83,27.59
336,7,23,8,23,31,23.0,38.6
337,4,0,0,13,2,13.15,22.2
338,3,0,0,1,28,28.02,31.3
339,1,1,35,14,43,15.26,46.62
340,10,0,0,0,35,35.0,46.32
341,2,22,0,7,6,16.16,42.19
342,6,0,28,17,42,22.02,46.1
343,9,33,23,0,11,35.11,55.8
344,1,1,27,19,34,19.31,38.95
345,7,0,11,1,22,11.05,26.93
346,3,0,38,25,30,26.25,49.04
347,6,23,6,16,6,7.0,44.42
348,2,34,0,0,12,36.06,49.52
349,1,14,43,16,33,10.2,46.62
350,1,9,17,5,37,20.4,38.08
351,9,16,29,0,17,20.0,53.45
352,4,0,6,21,6,21.0,42.01
353,4,2,24,9,26,7.28,28.23
354,5,2,24,22,26,20.1,34.06
355,3,0,0,0,24,24.0,27.29
356,6,17,0,13,3,5.0,26.91
357,9,6,27,13,23,8.06,31.78
358,2,0,16,2,24,8.25,35.78
359,7,0,10,0,21,11.0,29.0
360,4,2,35,29,34,27.02,46.23
361,9,1,27,4,27,3.0,28.16
362,5,0,14,1,38,24.02,46.65
363,2,3,6,0,12,6.71,27.29
364,6,2,2,0,4,2.83,15.62
365,8,0,22,1,41,19.03,43.66
366,1,0,11,2,22,11.18,26.63
367,5,0,0,0,9,9.0,19.85
368,6,0,4,0,8,4.0,14.42
369,10,0,22,17,0,27.8,61.74
370,1,11,12,7,31,19.42,32.89
371,10,19,17,0,6,21.95,52.8
372,9,0,0,0,22,22.0,31.78
373,2,12,5,0,10,13.0,38.28
374,3,1,23,6,20,5.83,28.02
375,10,12,23,0,14,15.0,42.06
376,7,0,0,0,19,19.0,34.01
377,1,20,0,21,12,12.04,40.82
378,4,0,37,8,39,8.25,46.07
379,4,0,0,0,17,17.0,32.8
380,7,0,20,0,26,6.0,42.05
381,1,1,32,22,31,21.02,38.83
382,9,10,49,11,42,7.07,51.2
383,10,0,0,1,36,36.01,46.69
384,10,20,22,6,18,14.56,42.06
385,10,20,31,20,22,9.0,42.06
386,6,0,13,0,26,13.0,42.49
387,5,0,0,0,9,9.0,17.89
388,4,0,0,22,0,22.0,62.29
389,9,0,0,0,20,20.0,37.0
390,5,0,25,32,27,32.06,48.17
391,10,0,9,24,0,25.63,60.01
392,5,0,20,10,22,10.2,24.17
393,3,1,31,14,24,14.76,34.89
394,1,8,11,8,29,18.0,35.9
395,3,0,0,2,34,34.06,38.01
396,10,47,44,47,25,19.0,76.22
397,3,14,19,14,10,9.0,31.3
398,7,0,9,1,26,17.03,34.71
399,6,13,0,12,7,7.07,29.07
400,2,16,0,9,5,8.6,32.25
401,4,0,30,21,29,21.02,39.7
402,8,0,0,7,2,7.28,35.69
403,4,0,14,0,29,15.0,38.29
404,7,12,0,14,24,24.08,50.0
405,3,16,27,31,18,17.49,46.75
406,7,0,0,0,11,11.0,36.14
407,6,0,8,3,10,3.61,14.42
408,6,0,33,2,41,8.25,56.82
409,6,0,5,0,10,5.0,16.12
410,6,0,12,0,24,12.0,46.86
411,4,0,12,11,10,11.18,48.92
412,3,9,26,16,21,8.6,36.67
413,3,12,7,0,0,13.89,32.2
414,3,12,21,14,14,7.28,32.2
415,3,12,18,12,9,9.0,30.46
416,1,3,35,15,24,16.28,38.08
417,9,2,41,17,32,17.49,44.38
418,9,0,35,0,50,15.0,50.99
419,9,7,37,7,32,5.0,41.59
420,1,2,39,17,18,25.81,42.54
421,8,0,0,16,2,16.12,44.94
422,6,8,6,2,6,6.0,14.42
423,1,1,18,9,24,10.0,32.2
424,4,0,0,10,-2,10.2,32.8
425,10,7,37,13,34,6.71,43.97
426,7,10,16,10,35,19.0,36.4
427,1,18,0,19,11,11.05,41.59
428,1,9,0,11,12,12.17,32.89
429,9,17,32,17,19,13.0,44.38
430,6,0,13,0,26,13.0,49.04
431,10,1,30,1,36,6.0,36.22
432,6,2,8,0,16,8.25,56.82
433,6,25,0,24,6,6.08,56.36
434,6,19,0,21,8,8.25,43.91
435,9,0,0,0,34,34.0,58.24
436,6,0,5,0,10,5.0,17.8
437,3,0,0,2,20,20.1,25.0
438,5,0,18,0,24,6.0,31.4
439,10,17,25,14,16,9.49,43.46
440,9,8,20,4,18,4.47,29.12
441,4,0,0,7,-2,7.28,26.63
442,5,0,25,20,23,20.1,32.02
443,1,0,16,1,24,8.06,39.2
444,2,2,30,18,36,17.09,40.25
445,8,0,0,34,1,34.01,50.99
446,7,17,15,17,31,16.0,41.63
447,10,8,12,0,6,10.0,42.95
448,3,12,8,9,4,5.0,26.83
449,10,2,52,21,38,23.6,57.27
450,6,5,17,15,22,11.18,26.63
451,6,2,5,0,10,5.39,36.24
452,1,0,0,0,17,17.0,44.94
453,3,10,14,10,7,7.0,24.17
454,10,7,26,0,21,8.6,52.77
455,10,10,40,34,33,25.0,55.61
456,5,0,23,8,23,8.0,56.85
457,8,0,0,0,18,18.0,37.16
458,3,10,6,0,0,11.66,29.07
459,2,21,0,0,13,24.7,43.42
460,5,0,18,9,17,9.06,24.08
461,5,1,20,14,21,13.04,27.66
462,4,0,0,0,8,8.0,42.64
463,9,0,32,6,32,6.0,33.84
464,6,0,10,15,16,16.16,24.84
465,1,7,0,7,7,7.0,37.66
466,7,0,0,0,25,25.0,50.01
467,9,7,45,14,40,8.6,49.04
468,6,25,0,25,7,7.0,38.9
469,7,0,0,0,16,16.0,29.07
470,3,14,5,0,0,14.87,35.78
471,10,0,0,1,34,34.01,46.87
472,6,5,0,0,4,6.4,13.89
473,4,0,6,1,31,25.02,42.01
474,6,0,14,17,20,18.03,27.59
475,7,0,21,24,18,24.19,36.88
476,10,1,22,1,41,19.0,45.19
477,10,11,33,11,26,7.0,39.56
478,8,0,0,18,2,18.11,26.91
479,10,0,27,9,0,28.46,48.85
480,10,12,28,12,23,5.0,34.18
481,9,0,0,0,21,21.0,29.12
482,10,1,49,33,36,34.54,59.08
483,9,0,29,1,52,23.02,56.08
484,10,0,27,11,0,29.15,53.16
485,10,11,37,13,33,4.47,43.01
486,5,0,35,9,35,9.0,48.1
487,7,23,7,22,30,23.02,39.41
488,3,0,0,1,20,20.02,21.93
489,7,10,18,10,41,23.0,42.2
490,5,0,0,0,6,6.0,20.12
491,6,0,23,11,35,16.28,56.61
492,9,13,27,13,20,7.0,33.62
493,7,17,10,15,19,9.22,25.5
494,3,0,0,2,25,25.08,33.97
495,6,38,9,34,9,4.0,59.67
496,1,2,27,9,22,8.6,28.46
497,6,1,17,11,22,11.18,25.55
498,6,17,0,17,8,8.0,30.61
499,1,8,0,10,16,16.12,43.68
500,10,1,21,1,28,7.0,28.86
501,10,1,29,1,54,25.0,61.29
502,10,0,6,18,0,18.97,45.69
503,9,0,0,0,23,23.0,51.62
504,2,2,4,0,8,4.47,26.83
505,3,10,10,9,5,5.1,23.26
506,6,0,13,0,26,13.0,42.49
507,5,0,31,23,29,23.09,38.6
508,7,0,6,17,10,17.46,25.5
509,4,0,0,0,8,8.0,34.66
510,3,16,10,14,5,5.39,35.78
511,5,2,25,20,26,18.03,32.8
512,5,0,14,19,14,19.0,30.61
513,5,0,0,0,23,23.0,51.4
514,5,1,18,8,19,7.07,21.47
515,7,0,13,2,31,18.11,36.4
516,4,2,21,11,21,9.0,29.83
517,6,0,18,12,28,15.62,31.3
518,6,19,8,12,8,7.0,30.61
519,4,0,26,7,26,7.0,31.06
520,4,0,18,6,18,6.0,44.65
521,4,0,12,16,12,16.0,39.7
522,1,2,35,15,38,13.34,40.85
523,6,10,0,11,9,9.06,23.85
524,9,25,41,25,24,17.0,60.42
525,10,0,0,1,25,25.02,43.01
526,2,13,6,0,12,14.32,50.21
527,10,8,37,21,33,13.6,45.18
528,6,0,6,0,12,6.0,26.91
529,7,0,16,1,39,23.02,46.87
530,1,20,0,21,26,26.02,52.39
531,10,0,0,0,35,35.0,51.55
532,9,0,0,0,35,35.0,42.95
533,1,18,0,19,8,8.06,37.22
534,6,12,9,7,9,5.0,20.0
535,9,0,53,21,42,23.71,58.6
536,4,0,18,14,18,14.0,48.27
537,1,10,0,10,7,7.0,26.0
538,10,0,0,1,26,26.02,49.73
539,4,0,40,12,40,12.0,53.81
540,6,19,10,14,10,5.0,46.1
541,7,0,0,0,9,9.0,41.04
542,5,0,9,1,16,7.07,17.89
543,9,0,0,0,28,28.0,62.13
544,2,18,0,2,9,18.36,40.25
545,5,2,36,23,35,21.02,48.84
546,5,2,35,36,34,34.01,50.21
547,5,0,13,21,12,21.02,35.0
548,3,6,20,16,16,10.77,28.84
549,8,0,13,1,38,25.02,50.99
550,1,0,0,0,13,13.0,41.76
551,10,14,14,0,6,16.12,40.5
552,7,0,8,11,13,12.08,37.64
553,3,21,8,0,0,22.47,31.14
554,10,0,16,9,0,18.36,39.85
555,4,0,8,9,8,9.0,29.55
556,5,0,7,7,7,7.0,27.2
557,9,26,15,0,7,27.2,57.71
558,3,1,35,16,27,17.0,46.75
559,8,0,0,12,2,12.17,35.11
560,1,0,0,0,16,16.0,47.17
561,1,0,24,1,48,24.02,52.39
562,1,0,34,26,30,26.31,42.8
563,1,0,12,12,17,13.0,40.5
564,2,2,27,18,36,18.36,40.25
565,5,0,24,28,24,28.0,41.77
566,6,9,7,0,14,11.4,36.24
567,9,2,52,19,47,17.72,55.36
568,8,0,13,0,29,16.0,38.29
569,4,0,15,2,36,21.1,53.76
570,1,13,29,15,28,2.24,33.62
571,9,24,37,24,27,10.0,50.12
572,9,0,0,0,27,27.0,42.38
573,6,0,6,0,12,6.0,21.1
574,9,35,28,10,22,25.71,61.85
575,5,0,0,0,14,14.0,24.17
576,6,0,8,0,15,7.0,25.06
577,7,0,17,13,17,13.0,36.4
578,5,0,26,14,28,14.14,31.3
579,5,2,26,8,26,6.0,27.2
580,3,18,14,18,7,7.0,28.43
581,10,8,29,0,23,10.0,61.29
582,6,15,0,1,8,16.12,33.54
583,2,5,20,12,24,8.06,26.83
584,10,17,24,0,15,19.24,41.63
585,5,0,12,1,35,23.02,38.91
586,5,0,7,2,23,16.12,29.21
587,2,12,21,27,28,16.55,38.9
588,3,14,8,0,0,16.12,34.89
589,4,1,45,25,43,24.08,58.01
590,4,0,0,0,6,6.0,35.38
591,6,20,0,10,6,11.66,34.71
592,7,0,9,24,9,24.0,31.24
593,3,0,30,14,24,15.23,33.54
594,10,20,20,10,13,12.21,48.75
595,5,0,8,1,25,17.03,34.83
596,10,16,29,0,17,20.0,53.76
597,3,0,0,1,29,29.02,32.2
598,3,17,11,0,0,20.25,37.12
599,5,0,20,1,36,16.03,46.86
600,7,17,0,19,6,6.32,29.0
601,5,0,13,25,13,25.0,37.54
602,7,12,0,12,14,14.0,29.07
603,5,0,6,12,8,12.17,33.24
604,3,14,10,9,5,7.07,30.41
605,10,0,0,0,31,31.0,53.16
606,10,10,29,10,24,5.0,32.57
607,1,25,0,26,11,11.05,40.46
608,7,0,0,0,17,17.0,41.59
609,3,0,0,0,38,38.0,49.04
610,8,0,9,1,20,11.05,26.91
611,3,15,15,14,8,7.07,33.54
612,4,0,0,8,-1,8.06,17.8
613,3,14,24,17,17,7.62,38.01
614,4,0,12,0,36,24.0,47.01
615,8,0,0,0,12,12.0,22.8
616,4,1,28,21,30,20.1,37.44
617,3,2,35,16,27,16.12,39.36
618,6,9,0,1,3,8.54,20.59
619,5,2,39,25,39,23.0,46.32
620,4,0,0,32,0,32.0,48.92
621,6,17,10,14,10,3.0,32.76
622,6,39,0,40,11,11.05,65.3
623,1,25,0,25,18,18.0,47.17
624,4,0,0,6,2,6.32,37.01
625,10,0,0,2,27,27.07,45.69
626,10,0,30,0,48,18.0,52.39
627,3,13,16,13,8,8.0,27.29
628,5,0,0,0,6,6.0,36.72
629,1,6,40,12,21,19.92,41.76
630,10,1,30,1,43,13.0,47.01
631,9,15,47,25,39,12.81,60.42
632,7,0,0,0,17,17.0,28.23
633,7,23,6,22,17,11.05,34.71
634,7,0,0,0,13,13.0,36.67
635,3,20,30,34,24,15.23,48.8
636,2,16,0,0,9,18.36,32.25
637,6,11,12,0,23,15.56,56.61
638,8,0,0,11,2,11.18,24.6
639,1,22,14,24,21,7.28,35.38
640,10,6,37,11,33,6.4,39.56
641,9,6,16,0,12,7.21,33.62
642,6,0,30,29,44,32.2,55.0
643,6,2,10,6,12,4.47,15.62
644,2,6,16,17,20,11.7,26.25
645,6,10,19,20,26,12.21,34.71
646,3,0,39,17,30,19.24,43.83
647,3,2,30,21,24,19.92,38.42
648,1,0,0,0,11,11.0,35.38
649,9,8,35,17,29,10.82,40.72
650,2,28,0,0,10,29.73,41.04
651,9,20,47,14,40,9.22,63.25
652,6,0,30,37,44,39.56,58.8
653,3,1,30,18,24,18.03,39.7
654,1,24,10,25,24,14.04,39.05
655,7,16,10,17,20,10.05,33.62
656,8,0,0,0,7,7.0,21.1
657,3,18,24,18,12,12.0,41.15
658,6,8,9,5,9,3.0,16.12
659,5,1,17,7,15,6.32,18.79
660,2,0,22,14,34,18.44,36.77
661,10,17,27,16,21,6.08,49.04
662,9,10,43,10,36,7.0,50.01
663,2,0,21,8,26,9.43,35.78
664,1,19,11,18,17,6.08,36.36
665,4,0,0,22,-1,22.02,48.17
666,3,9,5,0,0,10.3,36.67
667,1,0,15,1,23,8.06,25.5
668,5,2,32,22,32,20.0,44.55
669,10,19,39,22,28,11.4,52.8
670,10,13,41,0,35,14.32,52.63
671,7,0,21,1,45,24.02,48.47
672,4,0,6,9,8,9.22,35.38
673,2,0,16,17,24,18.79,29.41
674,5,0,12,0,31,19.0,38.6
675,4,2,25,22,25,20.0,34.66
676,10,1,34,1,52,18.0,53.6
677,6,10,9,0,18,13.45,45.61
678,6,7,0,6,6,6.08,14.42
679,4,0,7,11,7,11.0,17.8
680,1,0,7,0,26,19.0,39.05
681,4,0,14,32,14,32.0,52.8
682,4,0,20,7,19,7.07,26.63
683,7,0,0,0,14,14.0,30.89
684,1,2,31,9,32,7.07,33.24
685,3,17,13,0,0,21.4,41.63
686,4,2,29,28,31,26.08,41.77
687,3,0,28,12,18,15.62,30.46
688,4,2,32,15,31,13.04,43.19
689,9,0,50,10,44,11.66,50.99
690,5,1,45,40,45,39.0,62.94
691,7,0,9,22,7,22.09,39.2
692,1,0,0,0,13,13.0,35.9
693,6,10,6,4,6,6.0,17.2
694,5,0,25,15,24,15.03,53.25
695,7,0,6,2,25,19.1,28.79
696,10,24,41,24,25,16.0,60.01
697,5,0,0,0,12,12.0,34.41
